Source,Target,Weight,Ratio,X1,X2,Imp,raw,col
Parvimonas.micra,Streptococcus.salivarius,0.007793636060545154,Parvimonas.micra___Streptococcus.salivarius,Parvimonas.micra,Streptococcus.salivarius,0.007793636060545154,0.007793636060545154,#ED000033
Parvimonas.micra,Roseburia.intestinalis,0.002488994497992484,Parvimonas.micra___Roseburia.intestinalis,Parvimonas.micra,Roseburia.intestinalis,0.002488994497992484,0.002488994497992484,#ED000033
Parvimonas.micra,Eubacterium.eligens,0.0026798211022065217,Parvimonas.micra___Eubacterium.eligens,Parvimonas.micra,Eubacterium.eligens,0.0026798211022065217,0.0026798211022065217,#ED000033
Parvimonas.micra,Ruminococcus.bicirculans,0.004383858185078562,Parvimonas.micra___Ruminococcus.bicirculans,Parvimonas.micra,Ruminococcus.bicirculans,0.004383858185078562,0.004383858185078562,#ED000033
Parvimonas.micra,Asaccharobacter.celatus,3.013386418712298e-4,Parvimonas.micra___Asaccharobacter.celatus,Parvimonas.micra,Asaccharobacter.celatus,3.013386418712298e-4,-3.013386418712298e-4,#00468B33
Parvimonas.micra,Eubacterium.sp.CAG.38,0.0037069554140789504,Parvimonas.micra___Eubacterium.sp.CAG.38,Parvimonas.micra,Eubacterium.sp.CAG.38,0.0037069554140789504,0.0037069554140789504,#ED000033
Parvimonas.micra,Adlercreutzia.equolifaciens,7.576851581721674e-4,Parvimonas.micra___Adlercreutzia.equolifaciens,Parvimonas.micra,Adlercreutzia.equolifaciens,7.576851581721674e-4,7.576851581721674e-4,#ED000033
Parvimonas.micra,Roseburia.faecis,0.001721422908952812,Parvimonas.micra___Roseburia.faecis,Parvimonas.micra,Roseburia.faecis,0.001721422908952812,0.001721422908952812,#ED000033
Parvimonas.micra,Eubacterium.ventriosum,0.0022967524500969528,Parvimonas.micra___Eubacterium.ventriosum,Parvimonas.micra,Eubacterium.ventriosum,0.0022967524500969528,0.0022967524500969528,#ED000033
Parvimonas.micra,Faecalibacterium.prausnitzii,0.007151634975100016,Parvimonas.micra___Faecalibacterium.prausnitzii,Parvimonas.micra,Faecalibacterium.prausnitzii,0.007151634975100016,0.007151634975100016,#ED000033
Parvimonas.micra,Romboutsia.ilealis,0.014366251806419603,Parvimonas.micra___Romboutsia.ilealis,Parvimonas.micra,Romboutsia.ilealis,0.014366251806419603,0.014366251806419603,#ED000033
Parvimonas.micra,Fusobacterium.nucleatum,5.688007632097354e-4,Parvimonas.micra___Fusobacterium.nucleatum,Parvimonas.micra,Fusobacterium.nucleatum,5.688007632097354e-4,5.688007632097354e-4,#ED000033
Parvimonas.micra,Gordonibacter.pamelaeae,0.0030883923916683446,Parvimonas.micra___Gordonibacter.pamelaeae,Parvimonas.micra,Gordonibacter.pamelaeae,0.0030883923916683446,0.0030883923916683446,#ED000033
Parvimonas.micra,Solobacterium.moorei,0.002642703862684536,Parvimonas.micra___Solobacterium.moorei,Parvimonas.micra,Solobacterium.moorei,0.002642703862684536,0.002642703862684536,#ED000033
Parvimonas.micra,Haemophilus.parainfluenzae,0.013751102937144807,Parvimonas.micra___Haemophilus.parainfluenzae,Parvimonas.micra,Haemophilus.parainfluenzae,0.013751102937144807,0.013751102937144807,#ED000033
Parvimonas.micra,Massiliomicrobiota.timonensis,0.018777667291222117,Parvimonas.micra___Massiliomicrobiota.timonensis,Parvimonas.micra,Massiliomicrobiota.timonensis,0.018777667291222117,0.018777667291222117,#ED000033
Parvimonas.micra,Blautia.producta,0.017737641109400775,Parvimonas.micra___Blautia.producta,Parvimonas.micra,Blautia.producta,0.017737641109400775,0.017737641109400775,#ED000033
Parvimonas.micra,Agathobaculum.butyriciproducens,0.0025367247123248616,Parvimonas.micra___Agathobaculum.butyriciproducens,Parvimonas.micra,Agathobaculum.butyriciproducens,0.0025367247123248616,-0.0025367247123248616,#00468B33
Parvimonas.micra,Fusicatenibacter.saccharivorans,7.181678312894741e-4,Parvimonas.micra___Fusicatenibacter.saccharivorans,Parvimonas.micra,Fusicatenibacter.saccharivorans,7.181678312894741e-4,7.181678312894741e-4,#ED000033
Parvimonas.micra,Eubacterium.hallii,0.002154912691617611,Parvimonas.micra___Eubacterium.hallii,Parvimonas.micra,Eubacterium.hallii,0.002154912691617611,-0.002154912691617611,#00468B33
Parvimonas.micra,Rothia.dentocariosa,0.017197687360234384,Parvimonas.micra___Rothia.dentocariosa,Parvimonas.micra,Rothia.dentocariosa,0.017197687360234384,0.017197687360234384,#ED000033
Parvimonas.micra,Blautia.wexlerae,0.0016947879720993228,Parvimonas.micra___Blautia.wexlerae,Parvimonas.micra,Blautia.wexlerae,0.0016947879720993228,0.0016947879720993228,#ED000033
Parvimonas.micra,Roseburia.sp.CAG.309,0.013814412996763009,Parvimonas.micra___Roseburia.sp.CAG.309,Parvimonas.micra,Roseburia.sp.CAG.309,0.013814412996763009,0.013814412996763009,#ED000033
Parvimonas.micra,Anaerostipes.hadrus,0.007064652363778259,Parvimonas.micra___Anaerostipes.hadrus,Parvimonas.micra,Anaerostipes.hadrus,0.007064652363778259,0.007064652363778259,#ED000033
Parvimonas.micra,Clostridium.sp.CAG.167,0.008158725013958354,Parvimonas.micra___Clostridium.sp.CAG.167,Parvimonas.micra,Clostridium.sp.CAG.167,0.008158725013958354,0.008158725013958354,#ED000033
Parvimonas.micra,Streptococcus.sp.A12,0.01120398220292334,Parvimonas.micra___Streptococcus.sp.A12,Parvimonas.micra,Streptococcus.sp.A12,0.01120398220292334,0.01120398220292334,#ED000033
Parvimonas.micra,Actinomyces.oris,0.013409909301399783,Parvimonas.micra___Actinomyces.oris,Parvimonas.micra,Actinomyces.oris,0.013409909301399783,0.013409909301399783,#ED000033
Parvimonas.micra,Blautia.coccoides,0.011943391719592413,Parvimonas.micra___Blautia.coccoides,Parvimonas.micra,Blautia.coccoides,0.011943391719592413,0.011943391719592413,#ED000033
Parvimonas.micra,Streptococcus.australis,0.01131891216290818,Parvimonas.micra___Streptococcus.australis,Parvimonas.micra,Streptococcus.australis,0.01131891216290818,0.01131891216290818,#ED000033
Parvimonas.micra,Streptococcus.sanguinis,0.006947347695214811,Parvimonas.micra___Streptococcus.sanguinis,Parvimonas.micra,Streptococcus.sanguinis,0.006947347695214811,0.006947347695214811,#ED000033
Parvimonas.micra,Enterorhabdus.caecimuris,0.003347409640619326,Parvimonas.micra___Enterorhabdus.caecimuris,Parvimonas.micra,Enterorhabdus.caecimuris,0.003347409640619326,0.003347409640619326,#ED000033
Parvimonas.micra,Gemmiger.formicilis,0.006643772332827275,Parvimonas.micra___Gemmiger.formicilis,Parvimonas.micra,Gemmiger.formicilis,0.006643772332827275,0.006643772332827275,#ED000033
Parvimonas.micra,Bifidobacterium.dentium,0.0028917300296376434,Parvimonas.micra___Bifidobacterium.dentium,Parvimonas.micra,Bifidobacterium.dentium,0.0028917300296376434,0.0028917300296376434,#ED000033
Parvimonas.micra,Intestinibacter.bartlettii,0.002591744030203255,Parvimonas.micra___Intestinibacter.bartlettii,Parvimonas.micra,Intestinibacter.bartlettii,0.002591744030203255,-0.002591744030203255,#00468B33
Parvimonas.micra,Actinomyces.sp.ICM47,0.007391274553169082,Parvimonas.micra___Actinomyces.sp.ICM47,Parvimonas.micra,Actinomyces.sp.ICM47,0.007391274553169082,0.007391274553169082,#ED000033
Parvimonas.micra,Turicibacter.sanguinis,0.0035593378448416243,Parvimonas.micra___Turicibacter.sanguinis,Parvimonas.micra,Turicibacter.sanguinis,0.0035593378448416243,0.0035593378448416243,#ED000033
Parvimonas.micra,Rothia.mucilaginosa,0.009412050755723761,Parvimonas.micra___Rothia.mucilaginosa,Parvimonas.micra,Rothia.mucilaginosa,0.009412050755723761,0.009412050755723761,#ED000033
Parvimonas.micra,Actinomyces.sp.HPA0247,0.004492209380344909,Parvimonas.micra___Actinomyces.sp.HPA0247,Parvimonas.micra,Actinomyces.sp.HPA0247,0.004492209380344909,0.004492209380344909,#ED000033
Parvimonas.micra,Lactococcus.lactis,0.0010249040444070415,Parvimonas.micra___Lactococcus.lactis,Parvimonas.micra,Lactococcus.lactis,0.0010249040444070415,0.0010249040444070415,#ED000033
Parvimonas.micra,Bifidobacterium.longum,0.003771921600410815,Parvimonas.micra___Bifidobacterium.longum,Parvimonas.micra,Bifidobacterium.longum,0.003771921600410815,0.003771921600410815,#ED000033
Parvimonas.micra,Streptococcus.mutans,0.00341482209005689,Parvimonas.micra___Streptococcus.mutans,Parvimonas.micra,Streptococcus.mutans,0.00341482209005689,0.00341482209005689,#ED000033
Parvimonas.micra,Dorea.sp.CAG.317,0.013429991012426501,Parvimonas.micra___Dorea.sp.CAG.317,Parvimonas.micra,Dorea.sp.CAG.317,0.013429991012426501,0.013429991012426501,#ED000033
Parvimonas.micra,Turicimonas.muris,0.004325154853098615,Parvimonas.micra___Turicimonas.muris,Parvimonas.micra,Turicimonas.muris,0.004325154853098615,0.004325154853098615,#ED000033
Parvimonas.micra,Fretibacterium.fastidiosum,0.00890539014102968,Parvimonas.micra___Fretibacterium.fastidiosum,Parvimonas.micra,Fretibacterium.fastidiosum,0.00890539014102968,0.00890539014102968,#ED000033
Parvimonas.micra,Clostridium.sp.CAG.299,0.012925744929567207,Parvimonas.micra___Clostridium.sp.CAG.299,Parvimonas.micra,Clostridium.sp.CAG.299,0.012925744929567207,0.012925744929567207,#ED000033
Parvimonas.micra,Coprococcus.comes,0.0017057139649235113,Parvimonas.micra___Coprococcus.comes,Parvimonas.micra,Coprococcus.comes,0.0017057139649235113,-0.0017057139649235113,#00468B33
Parvimonas.micra,Eubacterium.sp.CAG.251,0.009381740086993252,Parvimonas.micra___Eubacterium.sp.CAG.251,Parvimonas.micra,Eubacterium.sp.CAG.251,0.009381740086993252,0.009381740086993252,#ED000033
Parvimonas.micra,Veillonella.infantium,0.003976025481507737,Parvimonas.micra___Veillonella.infantium,Parvimonas.micra,Veillonella.infantium,0.003976025481507737,0.003976025481507737,#ED000033
Parvimonas.micra,Roseburia.inulinivorans,0.0025099747306132694,Parvimonas.micra___Roseburia.inulinivorans,Parvimonas.micra,Roseburia.inulinivorans,0.0025099747306132694,-0.0025099747306132694,#00468B33
Parvimonas.micra,Roseburia.sp.CAG.471,7.263586371037493e-4,Parvimonas.micra___Roseburia.sp.CAG.471,Parvimonas.micra,Roseburia.sp.CAG.471,7.263586371037493e-4,-7.263586371037493e-4,#00468B33
